booking_id,user_id,shop_id,service_type,time_of_day,distance_km,rating_given
B04754,U0741,S011,Coloring,Morning,12.8,3.1
B04755,U0265,S040,Manicure,Afternoon,13.4,3.6
B04756,U0182,S012,Manicure,Weekend,2.7,4.2
B04757,U0163,S088,Pedicure,Morning,9,3.2
B04758,U0036,S049,Pedicure,Evening,3,3.6
B04759,U0448,S087,Coloring,Afternoon,15,3.3
B04760,U0280,S085,Haircut,Evening,14.4,3.1
B04761,U0623,S076,Manicure,Evening,5.5,4.9
B04762,U0319,S019,Coloring,Morning,7.7,3.8
B04763,U0492,S081,Spa,Afternoon,2.5,5
B04764,U0327,S028,Haircut,Weekend,11.1,5
B04765,U0034,S010,Pedicure,Evening,2,3.5
B04766,U0592,S046,Haircut,Morning,1.1,4.2
B04767,U0451,S056,Coloring,Weekend,13.4,3.9
B04768,U0482,S081,Haircut,Afternoon,6.9,4.5
B04769,U0403,S083,Haircut,Afternoon,10,2.9
B04770,U0703,S044,Pedicure,Afternoon,14.7,3.7
B04771,U0706,S068,Spa,Weekend,9.2,3.9
B04772,U0589,S047,Coloring,Weekend,14.7,4.5
B04773,U0520,S079,Haircut,Weekend,8.8,4.1
B04774,U0629,S073,Spa,Morning,1.5,3.4
B04775,U0141,S048,Spa,Evening,12.6,3.1
B04776,U0252,S091,Manicure,Morning,4.3,4.2
B04777,U0539,S076,Manicure,Weekend,1.3,5
B04778,U0092,S005,Coloring,Morning,11.6,3.5
B04779,U0244,S012,Manicure,Weekend,4.6,4.2
B04780,U0258,S048,Haircut,Evening,0.7,3.8
B04781,U0821,S069,Manicure,Morning,2.3,2.8
B04782,U0738,S022,Coloring,Evening,14.5,4.4
B04783,U0441,S034,Manicure,Morning,7.6,4.6
B04784,U0139,S026,Manicure,Afternoon,2.4,3.5
B04785,U0652,S078,Coloring,Evening,13.4,4.7
B04786,U0420,S049,Pedicure,Weekend,6.2,3.8
B04787,U0301,S093,Haircut,Evening,10.7,4.1
B04788,U0558,S003,Coloring,Afternoon,4.7,3
B04789,U0746,S088,Coloring,Evening,1.8,2.8
B04790,U0693,S006,Haircut,Afternoon,13.7,3.5
B04791,U0254,S055,Pedicure,Evening,2.2,5
B04792,U0182,S029,Manicure,Weekend,6.7,2.4
B04793,U0811,S022,Haircut,Morning,3.4,4.3
B04794,U0198,S019,Coloring,Afternoon,1.9,3.5
B04795,U0176,S072,Haircut,Weekend,12.8,4.9
B04796,U0734,S045,Pedicure,Evening,1.8,3.1
B04797,U0192,S035,Coloring,Weekend,3,3.7
B04798,U0171,S059,Spa,Afternoon,1.3,2.9
B04799,U0838,S051,Spa,Weekend,3.4,4.8
B04800,U0851,S038,Haircut,Evening,2.8,4.2
B04801,U0631,S017,Haircut,Weekend,14,3.4
B04802,U0624,S021,Coloring,Afternoon,1.3,4.1
B04803,U0218,S043,Pedicure,Morning,2.4,2.8
B04804,U0497,S071,Haircut,Evening,2,2.2
B04805,U0458,S017,Haircut,Weekend,14.6,2.4
B04806,U0942,S029,Pedicure,Morning,1.5,2.5
B04807,U0613,S032,Manicure,Evening,8.8,3.1
B04808,U0049,S041,Coloring,Afternoon,7.1,4.2
B04809,U0372,S018,Manicure,Evening,7.2,3.7
B04810,U0409,S024,Manicure,Afternoon,11.4,3.9
B04811,U0874,S069,Manicure,Morning,14.3,4
B04812,U0447,S055,Pedicure,Weekend,14.9,4.8
B04813,U0170,S040,Pedicure,Afternoon,1,3.7
B04814,U0581,S062,Pedicure,Evening,5.8,3.7
B04815,U0432,S091,Haircut,Afternoon,1.3,4.7
B04816,U0830,S066,Haircut,Evening,1.8,3.7
B04817,U0977,S056,Coloring,Evening,1.8,3.6
B04818,U0777,S017,Manicure,Afternoon,5.9,3.1
B04819,U0292,S085,Coloring,Evening,1.4,3.2
B04820,U0157,S015,Spa,Evening,10.1,4.4
B04821,U0883,S047,Coloring,Weekend,1.4,4.3
B04822,U0050,S027,Haircut,Morning,13,4.6
B04823,U0608,S079,Pedicure,Morning,14,4.6
B04824,U0968,S050,Haircut,Afternoon,4,3.4
B04825,U0888,S030,Manicure,Morning,11.8,3.8
B04826,U0451,S066,Coloring,Weekend,12,2.7
B04827,U0194,S038,Haircut,Evening,7.8,3.2
B04828,U0756,S001,Coloring,Morning,2.6,3.2
B04829,U0010,S072,Coloring,Evening,6.4,4.7
B04830,U0214,S092,Coloring,Weekend,10.6,3.5
B04831,U0470,S049,Haircut,Afternoon,2.4,2.5
B04832,U0004,S098,Haircut,Morning,10.3,3.2
B04833,U0588,S080,Manicure,Weekend,11.5,4
B04834,U0686,S002,Haircut,Morning,7.6,3.7
B04835,U0698,S025,Manicure,Morning,3.4,3.5
B04836,U0669,S093,Haircut,Afternoon,8.7,4
B04837,U0650,S007,Haircut,Morning,1,4.3
B04838,U0618,S056,Coloring,Morning,9.3,3.5
B04839,U0522,S076,Spa,Weekend,3.5,5
B04840,U0036,S004,Spa,Evening,2.9,3.3
B04841,U0105,S014,Haircut,Morning,12.5,4.8
B04842,U0827,S097,Pedicure,Afternoon,4.2,4.1
B04843,U0810,S026,Haircut,Evening,0.9,4.5
B04844,U0081,S013,Manicure,Morning,13.4,3.4
B04845,U0784,S080,Manicure,Morning,2.7,4.1
B04846,U0203,S003,Pedicure,Morning,9.3,3.7
B04847,U0291,S004,Spa,Weekend,14.5,3.1
B04848,U0824,S066,Haircut,Morning,1.4,2.9
B04849,U0535,S096,Spa,Weekend,2.1,3.5
B04850,U0469,S061,Manicure,Afternoon,9.5,3.7
B04851,U0170,S034,Coloring,Afternoon,0.9,4
B04852,U0821,S034,Manicure,Morning,2.9,4
B04853,U0417,S001,Coloring,Evening,1,4.4
B04854,U0811,S007,Haircut,Weekend,8.9,5
B04855,U0776,S084,Coloring,Morning,2.3,3.6
B04856,U0482,S079,Haircut,Afternoon,2.9,4.3
B04857,U0949,S024,Manicure,Weekend,7.8,4.4
B04858,U0206,S070,Manicure,Weekend,14,4.8
B04859,U0611,S091,Manicure,Weekend,5.2,4.3
B04860,U0337,S019,Spa,Evening,3.9,4.5
B04861,U0516,S067,Haircut,Morning,7.3,3
B04862,U0183,S012,Manicure,Weekend,1.9,4
B04863,U0663,S022,Coloring,Weekend,6.2,4.4
B04864,U0044,S100,Pedicure,Afternoon,9.2,4.4
B04865,U0418,S009,Coloring,Afternoon,1.1,4.2
B04866,U0882,S007,Haircut,Afternoon,1.4,4.7
B04867,U0915,S031,Manicure,Evening,4.9,3.6
B04868,U0190,S073,Manicure,Afternoon,11.2,3.2
B04869,U0697,S099,Haircut,Afternoon,12.8,3.3
B04870,U0812,S024,Coloring,Weekend,7.4,4.8
B04871,U0708,S078,Coloring,Weekend,14.2,4.3
B04872,U0708,S001,Coloring,Weekend,7.4,4.4
B04873,U0705,S090,Pedicure,Evening,6.9,4.3
B04874,U0912,S008,Coloring,Evening,8.3,5
B04875,U0076,S092,Haircut,Weekend,10.3,3.4
B04876,U0648,S060,Spa,Afternoon,6.9,4.7
B04877,U0033,S077,Coloring,Morning,4.8,4.1
B04878,U0637,S029,Pedicure,Weekend,13.5,3.4
B04879,U0839,S100,Pedicure,Morning,13.4,3.8
B04880,U0158,S010,Coloring,Weekend,14.3,4.3
B04881,U0244,S030,Spa,Weekend,4.2,4.4
B04882,U0045,S061,Manicure,Afternoon,11.9,4.5
B04883,U0835,S045,Pedicure,Weekend,4.6,3.3
B04884,U0699,S033,Pedicure,Weekend,2.6,3.6
B04885,U0436,S053,Manicure,Weekend,13.2,4.4
B04886,U0070,S055,Pedicure,Weekend,4.6,3.9
B04887,U0202,S073,Manicure,Evening,11.6,3.5
B04888,U0441,S036,Manicure,Evening,11.8,3.6
B04889,U0757,S022,Spa,Weekend,11.3,3.3
B04890,U0961,S061,Manicure,Weekend,7.1,3.6
B04891,U0763,S013,Spa,Afternoon,5.2,4.1
B04892,U0423,S009,Manicure,Morning,3.7,4.2
B04893,U0587,S079,Haircut,Weekend,4.8,4.9
B04894,U0323,S052,Manicure,Morning,9.6,4.7
B04895,U0308,S013,Spa,Weekend,4.5,4
B04896,U0637,S036,Spa,Weekend,6,4.1
B04897,U0615,S012,Pedicure,Weekend,8.4,4
B04898,U0194,S026,Manicure,Evening,4.4,3.4
B04899,U0531,S027,Spa,Evening,2.2,3.7
B04900,U0372,S080,Manicure,Morning,14.7,3.9
B04901,U0160,S014,Haircut,Weekend,7.8,3.9
B04902,U0121,S047,Coloring,Weekend,6.4,5
B04903,U0486,S050,Haircut,Weekend,12.7,3.2
B04904,U0258,S087,Coloring,Weekend,0.6,3.4
B04905,U0845,S080,Manicure,Afternoon,2.5,3.9
B04906,U0166,S071,Pedicure,Evening,7.2,2.5
B04907,U0435,S026,Manicure,Evening,3.3,4.5
B04908,U0912,S003,Coloring,Evening,10.1,3.6
B04909,U0153,S058,Spa,Weekend,14,2.8
B04910,U0912,S048,Haircut,Afternoon,14.4,3.9
B04911,U0023,S042,Haircut,Weekend,6.1,3.5
B04912,U0576,S016,Spa,Weekend,11.5,4.1
B04913,U0985,S037,Coloring,Afternoon,2.9,3.8
B04914,U0235,S044,Pedicure,Evening,14,2.8
B04915,U0028,S091,Haircut,Morning,9.4,4.2
B04916,U0006,S048,Haircut,Evening,1.8,3.1
B04917,U0536,S030,Manicure,Weekend,7.8,3.5
B04918,U0050,S025,Haircut,Morning,6.4,3.5
B04919,U0965,S040,Manicure,Morning,12.4,3.5
B04920,U0283,S082,Manicure,Evening,7.9,5
B04921,U0630,S055,Pedicure,Afternoon,2.6,4.6
B04922,U0040,S073,Haircut,Weekend,13,3.3
B04923,U0366,S097,Manicure,Weekend,1.7,3.9
B04924,U0777,S066,Manicure,Afternoon,9.6,3.6
B04925,U0020,S042,Coloring,Weekend,10.2,3.2
B04926,U0523,S088,Coloring,Weekend,12.1,3
B04927,U0611,S020,Coloring,Afternoon,13.1,5
B04928,U0255,S020,Coloring,Weekend,8.1,4.7
B04929,U0220,S069,Pedicure,Evening,4.7,3.3
B04930,U0687,S092,Coloring,Weekend,1.1,3.6
B04931,U0295,S098,Haircut,Evening,2.6,3.3
B04932,U0436,S008,Haircut,Morning,7.4,5
B04933,U0653,S084,Coloring,Evening,10.6,2.7
B04934,U0212,S048,Spa,Weekend,4.3,3.8
B04935,U0564,S090,Haircut,Evening,1.5,4.6
B04936,U0095,S065,Spa,Evening,2.7,5
B04937,U0633,S075,Spa,Weekend,10.1,4
B04938,U0242,S007,Manicure,Evening,7.9,4.5
B04939,U0739,S069,Haircut,Afternoon,1.8,3.1
B04940,U0648,S058,Manicure,Afternoon,12.6,2.6
B04941,U0883,S061,Manicure,Weekend,14.2,4.5
B04942,U0142,S095,Coloring,Morning,2.9,4
B04943,U0833,S096,Spa,Evening,3,4.7
B04944,U0126,S034,Coloring,Evening,10.4,5
B04945,U0834,S071,Haircut,Evening,3,2.1
B04946,U0006,S016,Spa,Evening,10.7,4.2
B04947,U0376,S048,Spa,Weekend,3.5,4.4
B04948,U0723,S045,Pedicure,Weekend,13.5,4.1
B04949,U0770,S098,Coloring,Evening,2,3.7
B04950,U0613,S052,Manicure,Evening,6.5,4.7
B04951,U0148,S072,Coloring,Morning,4.8,4.1
B04952,U0328,S035,Coloring,Afternoon,13.7,3.3
B04953,U0300,S049,Pedicure,Weekend,7.5,3
B04954,U0717,S022,Spa,Weekend,13.3,3.7
B04955,U0413,S062,Pedicure,Weekend,5.9,3.6
B04956,U0181,S004,Spa,Evening,5.4,2.6
B04957,U0225,S093,Haircut,Morning,3.3,3.3
B04958,U0069,S049,Coloring,Weekend,6.8,3.1
B04959,U0783,S089,Pedicure,Afternoon,2.1,3.2
B04960,U0272,S063,Spa,Evening,1.9,5
B04961,U0361,S079,Pedicure,Morning,6.4,4.9
B04962,U0199,S096,Spa,Morning,8.8,4.8
B04963,U0302,S025,Haircut,Morning,9.6,3.4
B04964,U0275,S010,Pedicure,Morning,7.6,4.5
B04965,U0642,S045,Pedicure,Afternoon,2.8,2.7
B04966,U0114,S095,Manicure,Afternoon,2.8,5
B04967,U0302,S060,Spa,Morning,12.1,5
B04968,U0722,S046,Pedicure,Morning,1.7,4.1
B04969,U0110,S048,Spa,Afternoon,12.7,3.3
B04970,U0704,S097,Manicure,Afternoon,2.4,3.2
B04971,U0218,S067,Haircut,Morning,1.9,3
B04972,U0921,S069,Manicure,Evening,1.2,3.6
B04973,U0684,S058,Manicure,Morning,3,2.4
B04974,U0503,S097,Manicure,Morning,11.1,4.1
B04975,U0925,S058,Manicure,Morning,1.9,3.6
B04976,U0409,S025,Manicure,Afternoon,11.7,3.6
B04977,U0274,S046,Haircut,Evening,2.5,3.5
B04978,U0562,S047,Coloring,Weekend,11.3,4.9
B04979,U0307,S090,Haircut,Morning,2.8,4.6
B04980,U0684,S007,Manicure,Morning,12.5,4.1
B04981,U0364,S027,Pedicure,Evening,13.9,3.7
B04982,U0221,S029,Coloring,Weekend,1.6,2.4
B04983,U0701,S049,Haircut,Evening,8.3,3.5
B04984,U0036,S012,Pedicure,Evening,0.7,3.2
B04985,U0745,S029,Manicure,Weekend,4.2,3
B04986,U0754,S044,Spa,Weekend,12.7,2.8
B04987,U0943,S075,Spa,Evening,3.6,3.3
B04988,U0098,S074,Spa,Afternoon,1.8,3.7
B04989,U0398,S032,Spa,Evening,4.3,2.3
B04990,U0823,S096,Pedicure,Weekend,12.9,3.7
B04991,U0847,S045,Pedicure,Afternoon,14.5,2.7
B04992,U0859,S027,Coloring,Morning,0.7,3.6
B04993,U0277,S053,Manicure,Morning,5.6,3.6
B04994,U0672,S087,Coloring,Evening,2.7,3.7
B04995,U0429,S017,Haircut,Evening,10.1,2.2
B04996,U0494,S041,Coloring,Afternoon,1.2,4.1
B04997,U0453,S070,Coloring,Weekend,6.4,4.5
B04998,U0175,S087,Coloring,Evening,11.6,4.3
B04999,U0179,S093,Spa,Weekend,13.9,4.1
B05000,U0695,S049,Haircut,Afternoon,9.8,3.5
B05001,U0870,S039,Spa,Evening,5.4,3.5
B05002,U0768,S049,Pedicure,Morning,0.8,2.8
B05003,U0654,S059,Haircut,Morning,2,3.8
B05004,U0912,S076,Coloring,Evening,11.7,4.1
B05005,U0850,S044,Haircut,Evening,13,3
B05006,U0145,S100,Coloring,Weekend,5.4,4.1
B05007,U0256,S064,Pedicure,Afternoon,1.7,3.2
B05008,U0150,S079,Haircut,Afternoon,4,4.6
B05009,U0264,S074,Spa,Evening,2.2,3.3
B05010,U0768,S087,Coloring,Morning,2.6,4.2
B05011,U0172,S027,Coloring,Evening,2.9,3.9
B05012,U0285,S100,Coloring,Afternoon,4.8,4.1
B05013,U0878,S054,Pedicure,Weekend,3.4,4.5
B05014,U0888,S079,Manicure,Weekend,1,4.6
B05015,U0379,S028,Haircut,Morning,12.6,4.4
B05016,U0095,S031,Manicure,Evening,0.9,4.2
B05017,U0606,S027,Haircut,Weekend,13.1,4.6
B05018,U0648,S070,Manicure,Afternoon,1.7,4.1
B05019,U0582,S050,Spa,Afternoon,2.8,2.2
B05020,U0588,S070,Spa,Morning,8.7,4.2
B05021,U0928,S019,Spa,Morning,11.4,3.8
B05022,U0324,S042,Spa,Evening,5.9,3.9
B05023,U0668,S062,Pedicure,Weekend,12.8,3.6
B05024,U0111,S040,Manicure,Weekend,7.4,3.1
B05025,U0818,S085,Coloring,Morning,5,4
B05026,U0641,S062,Pedicure,Morning,12.1,2.9
B05027,U0035,S028,Manicure,Morning,9.8,4.6
B05028,U0481,S004,Spa,Morning,8.9,3.3
B05029,U0544,S051,Spa,Afternoon,11.3,5
B05030,U0425,S071,Pedicure,Evening,5.1,2.6
B05031,U0602,S065,Spa,Morning,3.4,4.8
B05032,U0457,S042,Manicure,Weekend,14.2,3.6
B05033,U0515,S086,Manicure,Morning,1,4.1
B05034,U0496,S058,Spa,Afternoon,3.2,2.2
B05035,U0722,S045,Pedicure,Evening,1.9,3.8
B05036,U0559,S065,Spa,Afternoon,1.9,4.1
B05037,U0172,S100,Coloring,Weekend,2.5,4.1
B05038,U0409,S009,Manicure,Afternoon,14.3,3.1
B05039,U0578,S068,Pedicure,Afternoon,2.5,3.6
B05040,U0568,S057,Coloring,Weekend,3.2,4.3
B05041,U0626,S057,Coloring,Morning,4.4,4.4
B05042,U0866,S027,Coloring,Weekend,2.1,4.5
B05043,U0101,S052,Coloring,Weekend,2.1,5
B05044,U0247,S054,Haircut,Evening,0.7,3.6
B05045,U0342,S003,Pedicure,Morning,5.6,3.9
B05046,U0237,S084,Coloring,Evening,15,3.1
B05047,U0161,S018,Spa,Afternoon,2.9,3.7
B05048,U0591,S038,Haircut,Weekend,8.8,3.2
B05049,U0782,S047,Coloring,Evening,12.3,4.5
B05050,U0461,S018,Manicure,Evening,2.7,4.7
B05051,U0930,S033,Pedicure,Evening,0.5,4.4
B05052,U0624,S016,Spa,Afternoon,2.1,4.9
B05053,U0771,S018,Coloring,Morning,2.9,3.5
B05054,U0710,S010,Pedicure,Weekend,14,4.7
B05055,U0583,S019,Spa,Weekend,12.8,3.1
B05056,U0514,S096,Coloring,Evening,5.3,3.4
B05057,U0928,S041,Coloring,Evening,5.4,3.6
B05058,U0763,S022,Haircut,Afternoon,8.2,3.2
B05059,U0754,S009,Spa,Weekend,8.6,3.5
B05060,U0623,S063,Manicure,Afternoon,13.4,5
B05061,U0503,S024,Manicure,Morning,12.8,3.8
B05062,U0867,S042,Haircut,Weekend,6.1,3.2
B05063,U0148,S010,Manicure,Morning,6,3.5
B05064,U0864,S009,Manicure,Afternoon,10,3.3
B05065,U0433,S010,Coloring,Evening,1.9,4.6
B05066,U0834,S072,Haircut,Morning,10.6,4.8
B05067,U0040,S043,Pedicure,Afternoon,4.9,3.4
B05068,U0181,S068,Spa,Weekend,10.6,3.6
B05069,U0111,S058,Spa,Weekend,2.9,2.9
B05070,U0889,S034,Manicure,Morning,7,4.9
B05071,U0893,S016,Spa,Afternoon,3.1,3.9
B05072,U0376,S042,Spa,Weekend,1.3,3.1
B05073,U0930,S088,Pedicure,Evening,2.6,2.2
B05074,U0711,S026,Coloring,Evening,3.1,3.7
B05075,U0029,S011,Coloring,Weekend,6.4,4
B05076,U0784,S063,Manicure,Evening,14.3,3.8
B05077,U0083,S069,Manicure,Morning,7.7,3.8
B05078,U0719,S005,Coloring,Weekend,10.3,3.6
B05079,U0374,S099,Coloring,Weekend,5.8,4
B05080,U0830,S076,Manicure,Evening,1.6,4
B05081,U0418,S018,Coloring,Morning,0.7,4.4
B05082,U0255,S002,Haircut,Weekend,5.6,2.5
B05083,U0629,S003,Pedicure,Morning,1,4.1
B05084,U0395,S047,Coloring,Weekend,7.3,4
B05085,U0594,S015,Coloring,Afternoon,14.8,5
B05086,U0675,S036,Coloring,Morning,5.3,4.1
B05087,U0110,S048,Haircut,Evening,6.5,4.4
B05088,U0459,S041,Pedicure,Morning,11,3.7
B05089,U0252,S035,Coloring,Morning,4.7,4.5
B05090,U0729,S089,Pedicure,Evening,2.7,3.1
B05091,U0068,S041,Coloring,Morning,1.2,4.4
B05092,U0937,S041,Pedicure,Weekend,1.7,3.8
B05093,U0313,S041,Pedicure,Weekend,4.3,4.4
B05094,U0816,S043,Pedicure,Afternoon,1.2,3.1
B05095,U0432,S083,Haircut,Evening,1.8,2.7
B05096,U0377,S017,Manicure,Morning,9.7,2.4
B05097,U0340,S079,Haircut,Weekend,3.5,4.4
B05098,U0051,S087,Coloring,Evening,4,3.6
B05099,U0926,S079,Manicure,Afternoon,12.3,4.3
B05100,U0681,S029,Coloring,Weekend,5,2.8
B05101,U0740,S018,Spa,Evening,3,3.4
B05102,U0869,S064,Pedicure,Evening,10.1,3.3
B05103,U0485,S028,Haircut,Evening,4.8,3.8
B05104,U0112,S051,Spa,Morning,3.4,5
B05105,U0709,S014,Haircut,Evening,14.3,4.5
B05106,U0792,S085,Haircut,Evening,11.9,4.4
B05107,U0234,S005,Haircut,Evening,1.6,4.2
B05108,U0023,S066,Haircut,Afternoon,12.6,3.3
B05109,U0183,S056,Haircut,Evening,1.3,3.9
B05110,U0855,S037,Coloring,Morning,2.5,2.7
B05111,U0053,S013,Manicure,Weekend,2.8,3.4
B05112,U0384,S063,Pedicure,Evening,6.5,4.9
B05113,U0781,S032,Pedicure,Evening,7.3,2.3
B05114,U0314,S034,Manicure,Evening,2.3,3.8
B05115,U0337,S037,Spa,Morning,6.1,2.9
B05116,U0209,S041,Pedicure,Afternoon,11.5,4
B05117,U0107,S015,Coloring,Evening,14.5,4.1
B05118,U0013,S071,Haircut,Morning,2.3,3.2
B05119,U0806,S098,Coloring,Evening,6.1,4.4
B05120,U0576,S022,Haircut,Morning,10.8,3.6
B05121,U0548,S022,Coloring,Afternoon,7.4,3.3
B05122,U0342,S060,Spa,Afternoon,5.2,5
B05123,U0750,S014,Haircut,Afternoon,2.4,4.5
B05124,U0082,S013,Spa,Weekend,12.2,4
B05125,U0506,S100,Coloring,Weekend,9.2,4.4
B05126,U0973,S038,Haircut,Evening,2.7,4.3
B05127,U0384,S007,Manicure,Evening,14,4.7
B05128,U0388,S029,Pedicure,Weekend,12.8,3.4
B05129,U0649,S072,Coloring,Evening,2.3,4.2
B05130,U0244,S012,Haircut,Weekend,3.7,4.3
B05131,U0495,S024,Pedicure,Weekend,1.5,4.3
B05132,U0579,S018,Spa,Afternoon,2.1,4.9
B05133,U0367,S052,Manicure,Weekend,8.6,4.8
B05134,U0677,S023,Coloring,Afternoon,3.5,4
B05135,U0087,S017,Manicure,Weekend,14.4,3.2
B05136,U0602,S064,Pedicure,Morning,10.7,3.5
B05137,U0600,S092,Coloring,Afternoon,14.2,3.6
B05138,U0402,S063,Coloring,Weekend,2.1,5
B05139,U0196,S018,Manicure,Evening,11.2,4.2
B05140,U0499,S083,Haircut,Weekend,7.3,2.9
B05141,U0723,S063,Manicure,Weekend,10,4.2
B05142,U0386,S017,Manicure,Weekend,2.2,3.5
B05143,U0086,S014,Haircut,Morning,3.3,4.8
B05144,U0420,S100,Coloring,Weekend,13.5,4.3
B05145,U0812,S013,Spa,Weekend,9.4,4.3
B05146,U0072,S035,Coloring,Weekend,1.3,4.2
B05147,U0067,S018,Haircut,Morning,4.4,3.7
B05148,U0491,S029,Coloring,Weekend,6.4,2.5
B05149,U0728,S004,Spa,Morning,2,3.9
B05150,U0136,S092,Coloring,Evening,9.9,3.1
B05151,U0030,S051,Spa,Evening,14.9,5
B05152,U0920,S098,Haircut,Afternoon,2.5,3.4
B05153,U0149,S089,Haircut,Weekend,13.3,3.6
B05154,U0142,S017,Manicure,Morning,1.7,2.9
B05155,U0238,S075,Spa,Weekend,2.4,4
B05156,U0386,S078,Manicure,Evening,1.1,4.4
B05157,U0881,S060,Spa,Morning,7.3,5
B05158,U0566,S075,Spa,Morning,5.8,3.6
B05159,U0891,S051,Spa,Afternoon,0.6,5
B05160,U0075,S022,Pedicure,Weekend,5.4,3.2
B05161,U0517,S033,Pedicure,Morning,10.5,3.6
B05162,U0837,S056,Coloring,Morning,2.6,3.4
B05163,U0057,S092,Haircut,Morning,11.9,3.3
B05164,U0072,S091,Haircut,Weekend,2,4.3
B05165,U0923,S019,Coloring,Weekend,4,3.5
B05166,U0507,S083,Haircut,Afternoon,5,3.7
B05167,U0687,S082,Coloring,Morning,9.6,5
B05168,U0006,S068,Haircut,Evening,10.1,3.6
B05169,U0489,S025,Haircut,Evening,0.9,3.9
B05170,U0523,S032,Coloring,Weekend,3.4,2.4
B05171,U0763,S007,Haircut,Afternoon,7.5,4
B05172,U0292,S029,Coloring,Evening,2,3.4
B05173,U0056,S004,Spa,Weekend,14,3.8
B05174,U0758,S057,Haircut,Afternoon,13.6,3.4
B05175,U0458,S023,Coloring,Weekend,3.1,5
B05176,U0421,S031,Manicure,Weekend,6.3,3.2
B05177,U0326,S083,Spa,Weekend,4.3,2.6
B05178,U0434,S003,Pedicure,Evening,12,4
B05179,U0638,S017,Manicure,Evening,2.1,3.1
B05180,U0921,S025,Manicure,Evening,2.1,3
B05181,U0649,S023,Coloring,Afternoon,2.8,4.3
B05182,U0857,S053,Manicure,Afternoon,6,4.7
B05183,U0547,S096,Coloring,Weekend,14.7,4.2
B05184,U0801,S004,Spa,Weekend,10,3.3
B05185,U0597,S082,Spa,Weekend,7.5,5
B05186,U0239,S034,Pedicure,Evening,4.6,5
B05187,U0495,S089,Haircut,Weekend,6.2,2.7
B05188,U0714,S024,Coloring,Morning,6.4,4.3
B05189,U0644,S023,Coloring,Evening,5.4,4.4
B05190,U0076,S012,Haircut,Weekend,3.9,3.5
B05191,U0482,S010,Pedicure,Afternoon,4.1,4
B05192,U0307,S044,Haircut,Evening,4.5,2.7
B05193,U0207,S053,Manicure,Morning,1.7,4.5
B05194,U0006,S010,Pedicure,Evening,3.3,4.2
B05195,U0076,S089,Haircut,Weekend,3.6,3.7
B05196,U0534,S075,Spa,Evening,14.8,3.4
B05197,U0630,S004,Spa,Weekend,9,2.9
B05198,U0145,S084,Coloring,Weekend,7.1,3.4
B05199,U0848,S055,Coloring,Morning,7.7,4.2
B05200,U0428,S006,Spa,Morning,0.6,2.7
B05201,U0709,S023,Coloring,Afternoon,10.2,5
B05202,U0477,S018,Coloring,Evening,6,4.5
B05203,U0777,S052,Manicure,Afternoon,10.9,4
B05204,U0125,S047,Coloring,Morning,5.5,4.2
B05205,U0970,S035,Coloring,Morning,2.6,3.7
B05206,U0498,S018,Haircut,Morning,13.3,4.2
B05207,U0126,S096,Coloring,Weekend,8.1,4.4
B05208,U0309,S081,Coloring,Afternoon,11.3,4.8
B05209,U0457,S077,Manicure,Weekend,10.4,5
B05210,U0061,S080,Manicure,Morning,12.8,5
B05211,U0366,S023,Coloring,Afternoon,2,5
B05212,U0049,S079,Manicure,Afternoon,10,4.3
B05213,U0159,S030,Spa,Afternoon,2.8,4.8
B05214,U0460,S047,Coloring,Weekend,4.6,3.9
B05215,U0509,S002,Haircut,Morning,4.6,3.3
B05216,U0157,S036,Spa,Weekend,9.3,4.8
B05217,U0594,S071,Pedicure,Weekend,1.7,2.3
B05218,U0060,S011,Coloring,Weekend,9.2,3
B05219,U0153,S018,Coloring,Weekend,10.8,4.5
B05220,U0600,S011,Coloring,Evening,9.7,3.4
B05221,U0321,S090,Haircut,Morning,1.4,4.9
B05222,U0576,S019,Coloring,Morning,13,4
B05223,U0102,S069,Manicure,Morning,14,3.8
B05224,U0030,S086,Pedicure,Afternoon,4.1,4.1
B05225,U0303,S053,Manicure,Evening,14,3.6
B05226,U0929,S075,Spa,Weekend,5.5,4
B05227,U0885,S069,Haircut,Afternoon,8.9,3.9
B05228,U0479,S059,Pedicure,Weekend,9.9,4
B05229,U0277,S059,Manicure,Morning,6.2,3.8
B05230,U0249,S049,Coloring,Morning,7.5,2.4
B05231,U0157,S098,Haircut,Evening,13.5,3.1
B05232,U0080,S093,Pedicure,Morning,1.4,3.8
B05233,U0776,S005,Coloring,Weekend,2.8,4.5
B05234,U0390,S010,Coloring,Weekend,2.1,4.7
B05235,U0720,S004,Spa,Evening,7.1,3.5
B05236,U0576,S067,Haircut,Morning,13.8,3.8
B05237,U0330,S024,Pedicure,Afternoon,3.5,4.8
B05238,U0333,S006,Spa,Weekend,6.8,2.7
B05239,U0481,S049,Coloring,Evening,5.2,3.2
B05240,U0545,S048,Spa,Evening,13.1,3.3
B05241,U0668,S076,Manicure,Weekend,1.6,4.2
B05242,U0536,S039,Spa,Weekend,3,4
B05243,U0753,S072,Haircut,Afternoon,10.4,4
B05244,U0120,S048,Spa,Weekend,6.4,4.4
B05245,U0659,S006,Haircut,Weekend,12.3,3.2
B05246,U0952,S074,Spa,Morning,1.2,3
B05247,U0845,S066,Spa,Afternoon,2.7,2.6
B05248,U0982,S093,Coloring,Weekend,1.6,3.8
B05249,U0707,S025,Haircut,Evening,2,3.4
